245.509,0.000349024
245.296,0.00138205
239.853,0.00236131
239.67,0.00338512
242.505,0.00445427
235.453,0.00545422
237.125,0.00649272
234.272,0.00750075
238.472,0.00851537
245.305,0.00956366
245.205,0.0106012
243.317,0.0116302
239.97,0.0126054
240.038,0.0136466
239.46,0.0147233
236.359,0.0157229
235.719,0.0167359
235.141,0.0177713
239.783,0.0187917
245.123,0.0198396
245.023,0.0208399
242.503,0.0218543
239.902,0.0228611
240.657,0.0238916
237.696,0.0249435
236.589,0.0259352
235.346,0.0269216
235.697,0.0279564
242.021,0.0289879
245.292,0.0300545
245.073,0.0310206
240.834,0.0320397
239.499,0.0330832
241.276,0.0341057
237.046,0.0351284
236.486,0.0361131
233.938,0.037081
236.236,0.0381249
242.859,0.0391461
245.122,0.0401956
243.644,0.0411592
239.693,0.0421746
240.439,0.0432213
241.934,0.0441988
236.374,0.0452107
236.956,0.0462315
233.651,0.0472123
236.329,0.0482215
243.869,0.0492191
244.144,0.0502575
244.135,0.0512309
239.809,0.0522096
240.241,0.0532482
242.612,0.054253
235.203,0.0552482
236.999,0.056286
233.624,0.0572623
236.975,0.0582521
244.73,0.0592416
243.923,0.0602898
244.938,0.0612838
240.172,0.0622438
238.642,0.0632563
243.63,0.0642583
235.403,0.0652626
236.344,0.0662896
234.009,0.0672788
236.653,0.0682649
244.407,0.0692438
244.267,0.0702934
243.677,0.0712799
241.019,0.0722459
239.247,0.0732506
243.514,0.074267
234.732,0.0752631
236.534,0.0762908
234.348,0.0772716
237.052,0.0782657
244.436,0.0792433
243.931,0.0802939
244.626,0.0812812
239.858,0.0822402
239.446,0.0832511
243.81,0.0843168
234.977,0.0853299
237.155,0.0863927
233.872,0.0874362
238.343,0.0884687
244.501,0.0895061
244.978,0.0905557
243.737,0.0915671
239.501,0.0925448
239.624,0.0936043
239.168,0.0946752
235.947,0.0956755
235.921,0.0966962
234.484,0.0977337
239.182,0.0987526
245.281,0.0997997
244.88,0.100804
242.313,0.101824
239.752,0.102809
240.503,0.103833
237.85,0.104889
236.537,0.105861
235.026,0.106848
235.171,0.10788
241.368,0.108896
245.293,0.109941
244.859,0.110917
241.763,0.111943
239.429,0.112964
240.996,0.113971
237.042,0.115016
236.649,0.116019
234.641,0.117009
235.229,0.118044
242.685,0.119056
244.826,0.120109
244.779,0.121053
240.711,0.12207
239.612,0.123105
241.536,0.124106
236.29,0.125135
236.978,0.126138
233.89,0.127098
235.794,0.128125
242.956,0.129147
245.107,0.130196
243.825,0.13116
239.691,0.132176
240.888,0.133222
241.992,0.134199
235.852,0.135211
236.846,0.136232
232.627,0.137212
236.68,0.138231
244.301,0.13922
244.138,0.140266
244.368,0.141249
239.63,0.14222
239.935,0.143252
243.059,0.144251
234.956,0.14525
236.966,0.146282
233.714,0.147268
236.81,0.148259
244.437,0.149241
244.44,0.15029
244.195,0.151276
240.413,0.152245
239.356,0.153257
243.094,0.154259
235.688,0.155255
236.155,0.156282
234.108,0.157271
236.683,0.158265
244.481,0.159244
243.265,0.160294
245.044,0.161289
240.621,0.162246
239.498,0.163251
242.841,0.164259
235.28,0.165263
236.629,0.166291
233.528,0.16728
236.691,0.168259
244.811,0.169244
243.454,0.170294
244.443,0.171281
240.296,0.17224
240.616,0.173312
242.694,0.17434
235.43,0.175337
237.296,0.176393
233.992,0.177398
237.124,0.178421
244.446,0.179452
245.248,0.180509
243.871,0.181524
239.291,0.182503
239.863,0.183532
240.496,0.184596
235.604,0.185589
236.506,0.186618
233.769,0.187654
239.145,0.188677
245.521,0.189712
245.144,0.190722
242.271,0.191739
239.44,0.192747
240.114,0.193777
238.498,0.194814
236.314,0.195784
235.107,0.196779
234.88,0.197809
240.305,0.198828
245.413,0.19986
245.083,0.20084
242.206,0.201854
239.662,0.20286
240.638,0.203892
237.91,0.204946
236.426,0.205939
234.494,0.206921
235.18,0.207955
241.26,0.208989
244.94,0.210054
244.685,0.21102
240.908,0.212035
239.859,0.21307
241.29,0.214073
236.474,0.215107
236.916,0.21611
234.027,0.217082
235.75,0.21813
243.338,0.219169
244.51,0.220219
243.849,0.221186
239.829,0.222193
240.005,0.223235
241.617,0.224218
235.929,0.225234
236.789,0.22625
233.502,0.227233
236.754,0.228236
244.223,0.22923
244.035,0.230277
244.39,0.231263
240.235,0.232228
239.426,0.233254
242.577,0.234262
234.807,0.23526
236.712,0.236291
233.199,0.23727
237.113,0.238261
244.708,0.239242
243.713,0.240291
244.167,0.241286
240.21,0.242245
239.419,0.243258
243.188,0.244267
234.773,0.245256
236.951,0.246291
233.604,0.247279
236.47,0.248265
244.543,0.249244
244.024,0.250294
244.647,0.25129
240.084,0.25224
239.317,0.253251
243.072,0.254267
234.899,0.255263
236.818,0.256291
233.417,0.25728
236.905,0.258266
244.774,0.259244
245.179,0.260343
244.507,0.261382
240.137,0.262361
239.441,0.263393
242.131,0.26445
235.199,0.26545
236.711,0.266491
234.011,0.267531
238.306,0.268556
245.472,0.269576
244.614,0.2706
242.93,0.271637
239.369,0.27263
240.231,0.273659
239.246,0.274721
235.893,0.275694
235.643,0.276697
234.837,0.277731
239.746,0.278747
245.115,0.279799
245.371,0.280801
242.168,0.281818
239.281,0.282825
240.438,0.283856
238.263,0.284911
236.523,0.285904
234.995,0.286892
234.564,0.287919
241.355,0.288953
244.875,0.290017
244.991,0.290989
240.885,0.29201
239.417,0.29305
241.468,0.294073
236.52,0.295098
236.781,0.296087
234.02,0.297064
235.618,0.298094
